City,Locality,Size_sqft,Property_Type,Age_years,Distance_to_metro_km,Amenities_score,Price_per_sqft,Total_Price_Cr,Estimated_Monthly_Rent
Bengaluru,Sarjapur Road,2500,Villa,12,5.7,6,23500,5.88,156666
Bengaluru,Sarjapur Road,1500,Apartment,13,7.86,9,10500,1.57,42000
Bengaluru,Sarjapur Road,2500,Apartment,23,2.75,10,12000,3.0,80000
Bengaluru,Sarjapur Road,3000,Villa,8,8.7,9,27500,8.25,220000
Bengaluru,Sarjapur Road,3000,Apartment,11,6.86,5,20000,6.0,160000
Bengaluru,Sarjapur Road,3000,Villa,15,6.06,5,28500,8.55,228000
Bengaluru,Sarjapur Road,3000,Apartment,15,5.88,6,18500,5.55,148000
Bengaluru,Sarjapur Road,3000,Villa,24,4.46,8,22500,6.75,180000
Bengaluru,Sarjapur Road,3000,Apartment,2,2.49,6,20500,6.15,164000
Bengaluru,Sarjapur Road,2500,Apartment,20,7.02,10,14000,3.5,93333
Bengaluru,Sarjapur Road,3500,Villa,17,7.55,9,24500,8.57,228666
Bengaluru,Sarjapur Road,900,Apartment,10,2.42,8,7500,0.68,18000
Bengaluru,Sarjapur Road,2500,Villa,16,0.74,9,21500,5.38,143333
Bengaluru,Sarjapur Road,2000,Villa,13,7.42,7,18000,3.6,96000
Bengaluru,Sarjapur Road,1800,Apartment,5,9.31,10,11000,1.98,52800
Bengaluru,Yelahanka,3000,Villa,23,3.52,10,18000,5.4,144000
Bengaluru,Yelahanka,3000,Apartment,8,1.09,10,17000,5.1,136000
Bengaluru,Yelahanka,2500,Apartment,18,2.81,9,12000,3.0,80000
Bengaluru,Yelahanka,900,Villa,21,4.44,10,6500,0.58,15600
Bengaluru,Yelahanka,3500,Villa,0,5.62,8,30500,10.68,284666
Bengaluru,Yelahanka,1000,Apartment,4,6.74,7,6500,0.65,17333
Bengaluru,Yelahanka,1800,Villa,4,9.66,7,19000,3.42,91200
Bengaluru,Yelahanka,1800,Apartment,0,5.15,9,14500,2.61,69600
Bengaluru,Yelahanka,1350,Apartment,18,0.97,10,7000,0.94,25200
Bengaluru,Yelahanka,2500,Apartment,11,3.61,7,13000,3.25,86666
Bengaluru,Yelahanka,3500,Villa,7,9.2,6,26000,9.1,242666
Bengaluru,Yelahanka,3000,Villa,1,7.23,5,27000,8.1,216000
Bengaluru,Yelahanka,1350,Apartment,19,3.15,8,8000,1.08,28800
Bengaluru,Yelahanka,2500,Villa,24,9.03,6,15500,3.88,103333
Bengaluru,Yelahanka,3500,Apartment,14,7.98,6,19000,6.65,177333
Bengaluru,Yelahanka,3000,Villa,23,9.48,5,20000,6.0,160000
Bengaluru,Yelahanka,3500,Apartment,8,3.17,5,20500,7.17,191333
Bengaluru,Yelahanka,1350,Villa,14,6.45,8,10000,1.35,36000
Bengaluru,Yelahanka,2000,Apartment,15,6.06,8,11500,2.3,61333
Bengaluru,Yelahanka,3500,Villa,22,5.7,8,19000,6.65,177333
Bengaluru,Yelahanka,1800,Villa,4,3.62,5,16000,2.88,76800
Bengaluru,Yelahanka,1800,Villa,25,4.2,8,11500,2.07,55200
Bengaluru,Yelahanka,3500,Apartment,10,7.37,5,18000,6.3,168000
Bengaluru,Yelahanka,3000,Villa,20,0.3,8,20000,6.0,160000
Bengaluru,Yelahanka,3000,Villa,20,7.21,7,17500,5.25,140000
Bengaluru,Yelahanka,1800,Apartment,8,0.43,7,10500,1.89,50400
Bengaluru,Yelahanka,3500,Villa,18,5.54,8,24500,8.57,228666
Bengaluru,Yelahanka,3500,Apartment,23,1.13,10,17500,6.12,163333
Bengaluru,Yelahanka,3500,Apartment,18,5.62,9,18000,6.3,168000
Bengaluru,Yelahanka,2000,Apartment,21,4.07,7,8000,1.6,42666
Bengaluru,Yelahanka,3000,Apartment,0,2.63,5,19000,5.7,152000
Bengaluru,Yelahanka,750,Apartment,13,1.24,9,4500,0.34,9000
Bengaluru,Yelahanka,1200,Villa,21,2.02,7,8500,1.02,27200
Bengaluru,Yelahanka,1500,Villa,23,5.46,7,10500,1.57,42000
Bengaluru,Yelahanka,1500,Apartment,1,8.77,9,10000,1.5,40000
Bengaluru,Yelahanka,1000,Apartment,1,3.27,9,8000,0.8,21333
Bengaluru,Yelahanka,3500,Apartment,3,4.21,5,23000,8.05,214666
Bengaluru,Yelahanka,3000,Villa,4,3.36,10,28500,8.55,228000
Bengaluru,Yelahanka,3500,Apartment,18,1.59,5,15000,5.25,140000
Bengaluru,Yelahanka,3500,Villa,5,5.91,7,30000,10.5,280000
Bengaluru,Yelahanka,2500,Apartment,21,7.03,10,12000,3.0,80000
Bengaluru,Yelahanka,2500,Villa,8,8.77,10,22500,5.62,150000
Bengaluru,Yelahanka,3500,Villa,24,5.15,7,21500,7.53,200666
Bengaluru,Yelahanka,1350,Apartment,24,2.11,7,7000,0.94,25200
Bengaluru,Yelahanka,1000,Villa,12,0.55,7,8500,0.85,22666
Bengaluru,Yelahanka,900,Villa,8,6.29,6,7500,0.68,18000
Bengaluru,Yelahanka,2500,Villa,2,8.54,6,22500,5.62,150000
Bengaluru,Yelahanka,3000,Apartment,12,9.65,10,15500,4.65,124000
Bengaluru,Yelahanka,2500,Apartment,3,1.35,9,19000,4.75,126666
Bengaluru,Yelahanka,2500,Apartment,6,5.55,8,14000,3.5,93333
Bengaluru,Yelahanka,1800,Apartment,3,1.13,5,13000,2.34,62400
Bengaluru,Yelahanka,1000,Villa,18,2.57,8,9500,0.95,25333
Bengaluru,Yelahanka,750,Apartment,15,6.49,10,5500,0.41,11000
Bengaluru,Yelahanka,3500,Apartment,0,2.75,10,22000,7.7,205333
Bengaluru,Yelahanka,2200,Apartment,8,3.29,10,14000,3.08,82133
Bengaluru,Yelahanka,2000,Apartment,12,8.16,9,11500,2.3,61333
Bengaluru,Yelahanka,3500,Villa,24,5.96,8,19000,6.65,177333
Bengaluru,Yelahanka,2500,Apartment,12,6.52,9,15000,3.75,100000
Bengaluru,Yelahanka,1500,Villa,0,4.82,10,16000,2.4,64000
Bengaluru,Yelahanka,2500,Villa,3,5.7,7,21000,5.25,140000
Bengaluru,Yelahanka,3500,Villa,9,3.78,5,26500,9.28,247333
Bengaluru,Yelahanka,3500,Apartment,20,7.74,7,15000,5.25,140000
Bengaluru,Yelahanka,3000,Apartment,10,7.11,8,18000,5.4,144000
Bengaluru,Yelahanka,1800,Apartment,20,4.14,6,8000,1.44,38400
Bengaluru,Yelahanka,3000,Villa,1,7.64,10,22500,6.75,180000
Bengaluru,Yelahanka,1500,Villa,9,9.37,5,12000,1.8,48000
Bengaluru,Yelahanka,3500,Villa,22,2.73,8,21500,7.53,200666
Bengaluru,Yelahanka,1000,Villa,20,9.7,10,7000,0.7,18666
Bengaluru,Yelahanka,1500,Apartment,4,3.97,6,10000,1.5,40000
Bengaluru,Yelahanka,750,Apartment,23,5.21,8,3500,0.26,7000
Bengaluru,Yelahanka,2200,Villa,2,1.87,8,17500,3.85,102666
Bengaluru,Yelahanka,3000,Villa,25,4.19,5,16500,4.95,132000
Bengaluru,Yelahanka,900,Apartment,10,1.42,7,6000,0.54,14400
Bengaluru,Yelahanka,900,Apartment,12,4.06,6,6000,0.54,14400
Bengaluru,Yelahanka,3500,Villa,21,6.7,10,25500,8.93,238000
Bengaluru,Yelahanka,3000,Apartment,4,0.9,5,17000,5.1,136000
Bengaluru,Yelahanka,900,Apartment,23,8.19,8,4500,0.41,10800
Bengaluru,Yelahanka,3500,Villa,0,9.56,9,33000,11.55,308000
Bengaluru,Yelahanka,900,Apartment,7,1.77,5,7500,0.68,18000
Bengaluru,Yelahanka,1350,Apartment,20,5.94,7,6500,0.88,23400
Bengaluru,Yelahanka,1000,Apartment,14,4.19,9,5500,0.55,14666
Bengaluru,Yelahanka,1000,Apartment,3,4.1,8,7000,0.7,18666
Bengaluru,Yelahanka,3000,Apartment,25,1.88,5,11000,3.3,88000
Bengaluru,Yelahanka,1500,Villa,13,0.87,10,13000,1.95,52000
Bengaluru,Yelahanka,3500,Villa,12,5.66,5,28000,9.8,261333
Bengaluru,Yelahanka,3500,Apartment,18,5.9,7,16500,5.78,154000
Bengaluru,Yelahanka,1500,Apartment,24,3.65,9,7000,1.05,28000
Bengaluru,Yelahanka,1350,Apartment,10,1.07,5,9000,1.22,32400
Bengaluru,Yelahanka,1800,Villa,4,5.79,6,16500,2.97,79200
Bengaluru,Yelahanka,3500,Apartment,11,3.17,8,19500,6.83,182000
Bengaluru,Yelahanka,1800,Apartment,18,1.69,6,9000,1.62,43200
Bengaluru,Yelahanka,1200,Villa,25,6.08,6,7500,0.9,24000
Bengaluru,Yelahanka,750,Apartment,15,1.08,5,5000,0.38,10000
Bengaluru,Yelahanka,750,Apartment,5,1.08,10,5500,0.41,11000
Bengaluru,Yelahanka,3500,Villa,18,4.93,8,25000,8.75,233333
Bengaluru,Yelahanka,3500,Villa,25,7.9,10,20500,7.17,191333
Bengaluru,Yelahanka,1200,Apartment,6,2.99,10,8500,1.02,27200
Bengaluru,Yelahanka,1800,Villa,16,0.69,8,13000,2.34,62400
Bengaluru,Yelahanka,1800,Apartment,5,4.23,9,14000,2.52,67200
Bengaluru,Yelahanka,1500,Villa,22,9.38,9,11000,1.65,44000
Bengaluru,Yelahanka,1000,Villa,20,6.82,7,8500,0.85,22666
Bengaluru,Yelahanka,2500,Apartment,0,9.52,6,16500,4.12,110000
Bengaluru,Yelahanka,1200,Apartment,16,0.51,9,6500,0.78,20800
Bengaluru,Yelahanka,2200,Apartment,24,1.58,8,10000,2.2,58666
Bengaluru,Yelahanka,3500,Apartment,21,4.57,7,13500,4.72,126000
Bengaluru,Yelahanka,900,Apartment,6,0.83,6,7000,0.63,16800
Bengaluru,Yelahanka,3500,Villa,15,6.11,6,24000,8.4,224000
Bengaluru,Yelahanka,1350,Apartment,21,2.4,5,7000,0.94,25200
Bengaluru,Yelahanka,3500,Villa,11,4.59,6,27000,9.45,252000
Bengaluru,Yelahanka,2500,Villa,8,3.73,9,23000,5.75,153333
Bengaluru,Yelahanka,2500,Apartment,1,8.06,10,18000,4.5,120000
Bengaluru,Yelahanka,900,Apartment,17,6.43,6,5000,0.45,12000
Bengaluru,Yelahanka,750,Apartment,15,7.91,5,4000,0.3,8000
Bengaluru,Yelahanka,1800,Villa,23,9.59,9,13500,2.43,64800
Bengaluru,Yelahanka,3000,Villa,10,5.55,6,21000,6.3,168000
Bengaluru,Yelahanka,3500,Apartment,10,6.37,5,19500,6.83,182000
Bengaluru,Yelahanka,2000,Apartment,7,5.84,6,13500,2.7,72000
Bengaluru,Yelahanka,2500,Villa,6,5.38,6,22500,5.62,150000
Bengaluru,Yelahanka,1000,Villa,15,2.5,5,8000,0.8,21333
Bengaluru,Yelahanka,2500,Apartment,4,4.59,9,16000,4.0,106666
Bengaluru,Yelahanka,2500,Villa,5,1.88,7,21000,5.25,140000
Bengaluru,Yelahanka,1200,Apartment,14,4.05,10,6500,0.78,20800
Bengaluru,Yelahanka,2200,Apartment,8,0.8,7,13500,2.97,79200
Bengaluru,Yelahanka,1200,Apartment,1,4.99,7,7000,0.84,22400
Bengaluru,Yelahanka,1200,Villa,3,4.01,8,12000,1.44,38400
Bengaluru,Yelahanka,2500,Villa,5,5.21,6,22500,5.62,150000
Bengaluru,Yelahanka,2000,Apartment,19,0.9,10,10000,2.0,53333
Bengaluru,Yelahanka,3000,Apartment,5,5.79,5,16500,4.95,132000
Bengaluru,Yelahanka,2500,Villa,16,8.82,6,19000,4.75,126666
Bengaluru,Yelahanka,3000,Villa,15,0.77,7,21500,6.45,172000
Bengaluru,Yelahanka,750,Villa,23,1.25,10,6500,0.49,13000
Bengaluru,Yelahanka,1800,Villa,7,0.74,8,17000,3.06,81600
Bengaluru,Yelahanka,3000,Apartment,7,9.48,9,16500,4.95,132000
Bengaluru,Yelahanka,750,Apartment,13,1.05,5,5000,0.38,10000
Bengaluru,Yelahanka,2500,Apartment,23,1.95,8,9500,2.38,63333
Bengaluru,Yelahanka,3000,Villa,12,3.77,10,23000,6.9,184000
Bengaluru,Yelahanka,1200,Villa,14,9.9,6,10500,1.26,33600
Bengaluru,Yelahanka,1000,Apartment,17,1.68,10,5500,0.55,14666
Bengaluru,Yelahanka,2500,Apartment,6,4.01,7,14000,3.5,93333
Bengaluru,Yelahanka,2000,Apartment,7,0.34,5,12500,2.5,66666
Bengaluru,Yelahanka,2500,Villa,21,6.8,6,15000,3.75,100000
Bengaluru,Yelahanka,3500,Apartment,14,5.05,8,20000,7.0,186666
Bengaluru,Yelahanka,2500,Apartment,24,4.33,10,10500,2.62,70000
Bengaluru,Yelahanka,2500,Villa,5,7.37,10,23000,5.75,153333
Bengaluru,Yelahanka,2500,Apartment,22,3.36,10,10000,2.5,66666
Bengaluru,Yelahanka,1000,Villa,12,1.24,9,8500,0.85,22666
Bengaluru,Yelahanka,900,Villa,9,2.04,7,9000,0.81,21600
Bengaluru,Yelahanka,3500,Apartment,19,5.61,10,17000,5.95,158666
Bengaluru,Yelahanka,1000,Villa,19,4.91,10,7500,0.75,20000
Bengaluru,Yelahanka,900,Villa,16,7.89,5,7000,0.63,16800
Pune,Hinjewadi,1200,Villa,12,9.93,8,12000,1.44,36000
Pune,Hinjewadi,3000,Villa,1,8.36,7,29500,8.85,221250
Pune,Hinjewadi,1350,Apartment,20,2.48,9,6500,0.88,21937
Pune,Hinjewadi,1500,Villa,4,9.79,6,14000,2.1,52500
Pune,Hinjewadi,3000,Villa,3,2.05,10,28000,8.4,210000
Pune,Hinjewadi,3000,Apartment,22,7.39,10,15500,4.65,116250
Pune,Hinjewadi,1500,Villa,10,4.37,7,16000,2.4,60000
Pune,Hinjewadi,3000,Villa,21,8.1,7,21500,6.45,161250
Pune,Hinjewadi,900,Villa,2,8.7,7,11000,0.99,24750
Pune,Hinjewadi,2500,Apartment,15,1.66,8,14000,3.5,87500
Pune,Hinjewadi,3000,Villa,21,4.33,8,17500,5.25,131250
Pune,Hinjewadi,3000,Apartment,11,5.34,6,19500,5.85,146250
Pune,Hinjewadi,2500,Apartment,2,9.97,8,18500,4.62,115625
Pune,Hinjewadi,1500,Apartment,9,4.14,5,9500,1.43,35625
Pune,Hinjewadi,1350,Apartment,8,1.59,10,10500,1.42,35437
Pune,Hinjewadi,1350,Apartment,15,4.99,6,7500,1.01,25312
Pune,Hinjewadi,3000,Apartment,20,4.36,7,16500,4.95,123750
Pune,Hinjewadi,2500,Apartment,21,5.88,8,11000,2.75,68750
Pune,Hinjewadi,2200,Villa,13,1.87,10,23000,5.06,126500
Pune,Hinjewadi,3500,Villa,0,5.83,6,31500,11.03,275625
Pune,Hinjewadi,1000,Apartment,0,2.34,9,9000,0.9,22500
Pune,Hinjewadi,3500,Villa,10,5.77,9,28500,9.97,249375
Pune,Hinjewadi,2200,Villa,20,2.83,8,17500,3.85,96250
Pune,Hinjewadi,3000,Villa,21,8.02,8,24000,7.2,180000
Pune,Hinjewadi,2000,Apartment,18,7.43,7,11000,2.2,55000
Pune,Hinjewadi,1350,Villa,25,1.59,6,11500,1.55,38812
Pune,Hinjewadi,2500,Villa,11,2.83,5,25500,6.38,159375
Pune,Hinjewadi,1350,Villa,11,5.28,8,11500,1.55,38812
Pune,Hinjewadi,1350,Apartment,19,3.1,10,8000,1.08,27000
Pune,Hinjewadi,3000,Apartment,9,3.07,6,18000,5.4,135000
Pune,Hinjewadi,3500,Apartment,22,7.43,6,16500,5.78,144375
Pune,Hinjewadi,1800,Apartment,3,9.43,7,13000,2.34,58500
Pune,Hinjewadi,3000,Villa,4,1.99,7,27000,8.1,202500
Pune,Hinjewadi,2200,Apartment,5,6.37,9,15000,3.3,82500
Pune,Hinjewadi,3500,Villa,1,5.64,7,36500,12.78,319375
Pune,Hinjewadi,1350,Villa,11,9.0,9,10500,1.42,35437
Pune,Hinjewadi,1350,Villa,17,2.2,5,12500,1.69,42187
Pune,Hinjewadi,750,Villa,12,6.09,6,8000,0.6,15000
Pune,Hinjewadi,2500,Apartment,10,8.16,5,17500,4.38,109375
Pune,Hinjewadi,3000,Villa,16,9.16,10,22500,6.75,168750
Pune,Hinjewadi,3500,Villa,9,5.85,7,29000,10.15,253750
Pune,Hinjewadi,3000,Apartment,21,2.23,9,13500,4.05,101250
Pune,Hinjewadi,2500,Apartment,10,2.69,10,16000,4.0,100000
Pune,Hinjewadi,2500,Apartment,1,6.0,10,15500,3.88,96875
Pune,Hinjewadi,3000,Villa,3,4.44,5,28000,8.4,210000
Pune,Hinjewadi,2200,Apartment,19,1.15,8,12000,2.64,66000
Pune,Hinjewadi,2200,Villa,2,1.97,5,20500,4.51,112750
Pune,Hinjewadi,3000,Apartment,20,3.05,9,15000,4.5,112500
Pune,Hinjewadi,3000,Villa,7,4.18,6,30500,9.15,228750
Pune,Hinjewadi,750,Villa,2,8.05,10,10000,0.75,18750
Pune,Hinjewadi,3500,Villa,2,9.35,6,34000,11.9,297500
Pune,Hinjewadi,2500,Apartment,10,5.78,10,17000,4.25,106250
Pune,Hinjewadi,2200,Apartment,12,6.73,10,14000,3.08,77000
Pune,Hinjewadi,2500,Villa,11,9.97,7,22500,5.62,140625
Pune,Hinjewadi,750,Villa,9,7.29,7,8500,0.64,15937
Pune,Hinjewadi,2000,Apartment,14,0.78,6,11500,2.3,57500
Pune,Hinjewadi,2500,Villa,23,2.54,8,17000,4.25,106250
Pune,Hinjewadi,1800,Villa,5,2.44,10,19000,3.42,85500
Pune,Hinjewadi,2500,Apartment,4,1.64,6,17000,4.25,106250
Pune,Hinjewadi,1500,Villa,9,6.85,9,16000,2.4,60000
Pune,Hinjewadi,2000,Villa,2,2.62,5,22500,4.5,112500
Pune,Hinjewadi,750,Villa,13,3.33,8,8000,0.6,15000
Pune,Hinjewadi,1350,Villa,17,4.28,10,12000,1.62,40500
Pune,Hinjewadi,3000,Apartment,24,3.24,6,14000,4.2,105000
Pune,Hinjewadi,1500,Villa,12,7.88,9,15000,2.25,56250
Pune,Hinjewadi,2500,Villa,1,9.67,9,28500,7.12,178125
Pune,Hinjewadi,2000,Villa,15,4.12,6,17500,3.5,87500
Pune,Hinjewadi,750,Apartment,25,7.37,6,4000,0.3,7500
Pune,Hinjewadi,1800,Villa,9,5.88,5,17500,3.15,78750
Pune,Hinjewadi,3500,Villa,21,3.33,8,21500,7.53,188125
Pune,Hinjewadi,1500,Apartment,15,4.45,5,10000,1.5,37500
Pune,Hinjewadi,1200,Villa,24,2.55,8,9500,1.14,28500
Pune,Hinjewadi,1000,Villa,19,4.23,9,8000,0.8,20000
Pune,Hinjewadi,2500,Villa,18,7.9,7,18500,4.62,115625
Pune,Hinjewadi,3500,Villa,21,9.12,10,27000,9.45,236250
Pune,Hinjewadi,1200,Apartment,11,9.0,7,7500,0.9,22500
Pune,Hinjewadi,1350,Apartment,18,8.51,6,7000,0.94,23625
Pune,Hinjewadi,2000,Apartment,14,0.91,7,11000,2.2,55000
Pune,Hinjewadi,1350,Villa,1,5.02,7,15000,2.02,50625
Pune,Hinjewadi,2500,Villa,20,3.37,5,18000,4.5,112500
Pune,Hinjewadi,1800,Apartment,9,8.15,9,11500,2.07,51750
Pune,Hinjewadi,1500,Apartment,24,8.63,5,8000,1.2,30000
Pune,Hinjewadi,3000,Apartment,24,8.62,9,13000,3.9,97500
Pune,Hinjewadi,2000,Villa,10,7.0,7,19500,3.9,97500
Pune,Hinjewadi,3500,Villa,22,9.47,5,21500,7.53,188125
Pune,Hinjewadi,3000,Villa,18,5.16,6,25000,7.5,187500
Pune,Hinjewadi,750,Villa,4,6.56,7,8000,0.6,15000
Pune,Hinjewadi,2500,Villa,13,3.33,6,21500,5.38,134375
Pune,Hinjewadi,1200,Apartment,6,8.08,9,9000,1.08,27000
Pune,Hinjewadi,1500,Apartment,6,6.72,8,11000,1.65,41250
Pune,Hinjewadi,2500,Apartment,2,7.59,6,19000,4.75,118750
Pune,Hinjewadi,750,Villa,15,1.58,7,7000,0.53,13125
Pune,Hinjewadi,3500,Apartment,11,7.14,8,21500,7.53,188125
Pune,Hinjewadi,3000,Villa,16,2.75,6,25500,7.65,191250
Pune,Hinjewadi,2000,Apartment,0,8.77,6,15000,3.0,75000
Pune,Hinjewadi,1200,Apartment,22,8.54,10,7500,0.9,22500
Pune,Hinjewadi,1500,Apartment,9,4.02,6,10500,1.57,39375
Pune,Hinjewadi,1200,Villa,2,5.62,10,13500,1.62,40500
Pune,Hinjewadi,1200,Apartment,2,2.14,8,9500,1.14,28500
Pune,Hinjewadi,2500,Apartment,1,6.16,5,20500,5.12,128125
Pune,Hinjewadi,900,Apartment,25,4.77,8,5000,0.45,11250
Pune,Hinjewadi,1200,Apartment,8,7.18,5,9000,1.08,27000
Pune,Hinjewadi,2000,Apartment,21,1.32,5,11000,2.2,55000
Pune,Hinjewadi,1200,Apartment,19,7.06,9,7500,0.9,22500
Pune,Hinjewadi,1500,Villa,5,3.82,5,16500,2.48,61875
Pune,Hinjewadi,1000,Villa,4,1.39,9,12000,1.2,30000
Pune,Hinjewadi,2200,Apartment,11,4.26,9,14000,3.08,77000
Pune,Hinjewadi,3000,Apartment,7,6.42,5,19500,5.85,146250
Pune,Hinjewadi,3000,Apartment,24,2.92,9,15000,4.5,112500
Pune,Hinjewadi,1500,Apartment,22,4.11,7,7500,1.12,28125
Pune,Hinjewadi,1350,Apartment,24,1.65,10,7000,0.94,23625
Pune,Hinjewadi,1200,Villa,6,9.77,7,12500,1.5,37500
Pune,Hinjewadi,3500,Apartment,18,3.88,8,16000,5.6,140000
Pune,Hinjewadi,3500,Apartment,3,5.35,7,21000,7.35,183750
Pune,Hinjewadi,2200,Apartment,13,4.57,9,13000,2.86,71500
Pune,Hinjewadi,1500,Apartment,13,5.23,7,10500,1.57,39375
Pune,Hinjewadi,1200,Apartment,14,1.64,9,8000,0.96,24000
Pune,Hinjewadi,1200,Villa,15,6.08,10,10500,1.26,31500
Pune,Hinjewadi,1800,Apartment,17,4.33,5,11500,2.07,51750
Pune,Hinjewadi,2000,Apartment,15,2.2,8,11500,2.3,57500
Pune,Hinjewadi,1800,Villa,14,8.26,10,14500,2.61,65250
Pune,Hinjewadi,2500,Villa,7,4.74,7,27000,6.75,168750
Pune,Hinjewadi,2500,Apartment,6,2.79,8,17000,4.25,106250
Pune,Hinjewadi,3500,Apartment,11,3.41,5,23000,8.05,201250
Pune,Hinjewadi,3500,Apartment,15,6.08,8,19000,6.65,166250
Pune,Hinjewadi,2500,Apartment,16,9.23,5,14000,3.5,87500
Pune,Hinjewadi,1350,Villa,12,3.65,10,11500,1.55,38812
Pune,Hinjewadi,3000,Apartment,3,0.3,5,19500,5.85,146250
Pune,Hinjewadi,2200,Villa,6,9.18,6,22500,4.95,123750
Pune,Hinjewadi,3000,Apartment,12,1.93,6,18500,5.55,138750
Pune,Hinjewadi,2500,Villa,23,1.47,7,17500,4.38,109375
Pune,Hinjewadi,3000,Villa,18,9.31,10,22000,6.6,165000
Pune,Hinjewadi,2200,Villa,11,4.48,10,20000,4.4,110000
Pune,Hinjewadi,3000,Villa,12,3.68,9,23500,7.05,176250
Pune,Hinjewadi,1800,Villa,4,3.94,5,21000,3.78,94500
Pune,Hinjewadi,1200,Villa,8,1.37,8,13500,1.62,40500
Pune,Hinjewadi,1500,Apartment,20,0.65,5,8000,1.2,30000
Pune,Hinjewadi,1200,Apartment,23,8.08,5,6000,0.72,18000
Pune,Hinjewadi,2500,Apartment,21,3.61,6,14500,3.62,90625
Pune,Hinjewadi,2200,Villa,19,5.24,6,16000,3.52,88000
Pune,Hinjewadi,2000,Apartment,19,8.66,5,10500,2.1,52500
Pune,Hinjewadi,3500,Villa,24,9.89,8,25500,8.93,223125
Pune,Hinjewadi,1500,Villa,9,4.99,8,15000,2.25,56250
Pune,Hinjewadi,3000,Villa,8,9.92,9,23500,7.05,176250
Pune,Hinjewadi,3000,Apartment,0,8.62,8,22000,6.6,165000
Pune,Hinjewadi,1200,Villa,12,3.65,7,11000,1.32,33000
Pune,Hinjewadi,2200,Villa,14,0.37,5,16500,3.63,90750
Pune,Hinjewadi,900,Villa,5,8.24,10,10000,0.9,22500
Pune,Hinjewadi,1350,Villa,15,3.57,6,11000,1.49,37125
Pune,Hinjewadi,2000,Villa,22,2.57,8,14000,2.8,70000
Pune,Wakad,1200,Villa,18,0.96,10,9500,1.14,28500
Pune,Wakad,3000,Villa,21,3.13,8,16500,4.95,123750
Pune,Wakad,3000,Apartment,5,4.35,8,18500,5.55,138750
Pune,Wakad,1800,Villa,15,9.08,9,13500,2.43,60750
Pune,Wakad,3500,Villa,11,5.08,7,24500,8.57,214375
Pune,Wakad,1000,Apartment,0,9.55,6,7000,0.7,17500
Pune,Wakad,2200,Apartment,11,0.88,10,11000,2.42,60500
Pune,Wakad,2000,Apartment,12,3.41,8,10000,2.0,50000
Pune,Wakad,2200,Villa,11,1.89,7,17000,3.74,93500
Pune,Wakad,900,Apartment,21,6.46,6,4500,0.41,10125
Pune,Wakad,1800,Villa,20,1.5,9,13000,2.34,58500
Pune,Wakad,1000,Apartment,22,5.58,7,4500,0.45,11250
Pune,Wakad,1200,Apartment,10,1.06,5,7000,0.84,21000
Pune,Wakad,3000,Apartment,10,8.58,8,16000,4.8,120000
Pune,Wakad,3500,Villa,13,0.43,7,28000,9.8,245000
Pune,Wakad,750,Villa,22,9.37,9,5500,0.41,10312
Pune,Wakad,750,Villa,10,9.12,9,6500,0.49,12187
Pune,Wakad,2200,Apartment,10,3.1,8,11500,2.53,63250
Pune,Wakad,1200,Apartment,22,3.96,7,6000,0.72,18000
Pune,Wakad,2500,Villa,16,1.85,6,14500,3.62,90625
Pune,Wakad,3000,Villa,9,7.01,8,22500,6.75,168750
Pune,Wakad,1500,Apartment,15,5.18,9,7500,1.12,28125
Pune,Wakad,1500,Villa,9,8.03,5,14000,2.1,52500
Pune,Wakad,2000,Villa,18,1.81,6,15500,3.1,77500
Pune,Wakad,3500,Apartment,23,5.61,10,13500,4.72,118125
Pune,Wakad,3000,Villa,3,4.31,7,24500,7.35,183750
Pune,Wakad,1000,Villa,18,0.69,8,7500,0.75,18750
Pune,Wakad,1500,Apartment,11,0.72,10,9000,1.35,33750
Pune,Wakad,2000,Villa,16,2.04,8,15500,3.1,77500
Pune,Wakad,3500,Villa,17,1.67,6,23000,8.05,201250
Pune,Wakad,2500,Villa,12,7.71,9,21000,5.25,131250
Pune,Wakad,3000,Apartment,14,3.62,5,14000,4.2,105000
Pune,Wakad,3500,Apartment,22,6.39,9,14000,4.9,122500
Pune,Wakad,2500,Villa,6,9.4,7,20500,5.12,128125
Pune,Wakad,3500,Villa,17,9.2,9,23500,8.22,205625
Pune,Wakad,3500,Apartment,1,8.14,7,22500,7.88,196875
Pune,Wakad,2500,Apartment,4,0.97,6,13500,3.38,84375
Pune,Wakad,3500,Villa,24,6.47,8,18000,6.3,157500
Pune,Wakad,2500,Apartment,10,3.75,10,14000,3.5,87500
Pune,Wakad,1500,Villa,13,8.2,7,11000,1.65,41250
Pune,Wakad,3500,Villa,5,4.01,10,28000,9.8,245000
Pune,Wakad,3000,Villa,7,2.6,6,23500,7.05,176250
Pune,Wakad,1200,Apartment,4,3.21,5,9000,1.08,27000
Pune,Wakad,1800,Villa,25,7.05,8,12500,2.25,56250
Pune,Wakad,2500,Villa,17,3.82,8,16500,4.12,103125
Pune,Wakad,3500,Apartment,1,4.85,6,22000,7.7,192500
Pune,Wakad,1800,Apartment,4,8.07,7,11000,1.98,49500
Pune,Wakad,1800,Apartment,21,6.93,10,9000,1.62,40500
Pune,Wakad,900,Villa,23,0.55,5,6000,0.54,13500
Pune,Wakad,900,Villa,2,0.84,9,10500,0.94,23625
Pune,Wakad,2000,Villa,2,6.22,7,17500,3.5,87500
